shipment_id,country_code,origin_region,destination_region,carrier_name,status,departure_time_local,departure_timezone,departure_time_utc,departure_dst,arrival_time_local,arrival_timezone,arrival_time_utc,arrival_dst,temperature_celsius,weight_kg,is_delayed,border_crossing,ts_arrival_before_departure,ts_duplicate_departure,ts_duplicate_arrival,region_origin_mismatch_country,region_dest_mismatch_country,is_delayed_status_inconsistent,border_crossing_inconsistent,key_field_empty,issue_count
NA-20260812-0006759,CA,NC,MD,SwiftLine Freight,CUSTOMS_HOLD,2026-08-12T19:21:54,America/Vancouver,2026-08-13T02:21:54+00:00,True,2026-08-12T07:00:29,Pacific/Honolulu,2026-08-12T17:00:29+00:00,False,30.3,8135.21,True,False,True,False,False,True,True,True,False,False,4
NA-20260812-0003085,US,KY,OR,Northern Star Logistics,IN_TRANSIT,2026-08-12T18:55:55,America/Vancouver,2026-08-13T01:55:55+00:00,True,2026-08-12T18:11:51,America/Vancouver,2026-08-13T01:11:51+00:00,True,30.9,6815.43,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0007107,US,NL,TN,Northern Star Logistics,CUSTOMS_HOLD,2026-08-12T21:55:57,America/Anchorage,2026-08-13T05:55:57+00:00,True,2026-08-12T21:41:20,America/St_Johns,2026-08-13T00:11:20+00:00,True,8.5,9224.06,False,True,True,False,False,True,False,False,False,False,2
NA-20260812-0001826,CA,WA,ME,Pacific Rim Express,IN_TRANSIT,2026-08-12T01:15:05,America/Phoenix,2026-08-12T08:15:05+00:00,False,2026-08-12T00:53:55,America/Winnipeg,2026-08-12T05:53:55+00:00,True,-15.4,2126.25,True,False,True,False,False,True,True,True,False,False,4
NA-20260812-0003724,US,SK,IA,Northern Star Logistics,IN_TRANSIT,2026-08-12T14:21:14,America/Denver,2026-08-12T20:21:14+00:00,True,2026-08-12T02:11:24,America/Regina,2026-08-12T08:11:24+00:00,False,23.5,10861.65,False,True,True,False,True,True,False,False,False,False,3
NA-20260812-0010936,CA,UT,KY,Gulf Coast Shipping,PICKED_UP,2026-08-12T22:37:11,America/Anchorage,2026-08-13T06:37:11+00:00,True,2026-08-12T23:06:28,America/Los_Angeles,2026-08-13T06:06:28+00:00,True,-21.2,4691.15,True,False,True,False,False,True,True,True,False,False,4
NA-20260812-0009556,CA,CA,ON,Northern Star Logistics,IN_TRANSIT,2026-08-12T05:34:48,America/Regina,2026-08-12T11:34:48+00:00,False,2026-08-12T13:54:33,America/Halifax,2026-08-12T16:54:33+00:00,True,20.5,7485.98,False,True,False,False,False,True,False,False,False,False,1
NA-20260812-0010121,US,VA,AR,Trans-Canada Haulers,CUSTOMS_HOLD,2026-08-12T10:00:06,America/Toronto,2026-08-12T14:00:06+00:00,True,2026-08-12T18:32:21,America/Anchorage,2026-08-13T02:32:21+00:00,True,49.2,16740.4,False,False,False,False,False,False,False,False,False,False,0
NA-20260812-0002097,US,NS,NS,Gulf Coast Shipping,IN_TRANSIT,2026-08-12T21:55:29,America/Denver,2026-08-13T03:55:29+00:00,True,2026-08-12T18:03:28,America/Regina,2026-08-13T00:03:28+00:00,False,-26.9,21795.61,False,False,True,False,True,True,True,False,False,False,4
NA-20260812-0005488,CA,PE,IN,BlueRoute Freight,DELIVERED,2026-08-12T23:41:23,America/Chicago,2026-08-13T04:41:23+00:00,True,2026-08-12T23:56:02,America/Los_Angeles,2026-08-13T06:56:02+00:00,True,44.1,7065.1,False,True,False,False,False,False,True,False,False,False,1
NA-20260812-0002654,CA,AZ,CT,BlueRoute Freight,CUSTOMS_HOLD,2026-08-12T23:27:04,America/Chicago,2026-08-13T04:27:04+00:00,True,2026-08-12T17:32:37,America/Regina,2026-08-12T23:32:37+00:00,False,-1.6,12079.12,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0000214,US,IA,VT,Trans-Canada Haulers,DELIVERED,2026-08-12T06:37:51,America/Regina,2026-08-12T12:37:51+00:00,False,2026-08-12T15:45:51,America/Chicago,2026-08-12T20:45:51+00:00,True,18.2,16491.55,False,False,False,False,False,False,False,False,False,False,0
NA-20260812-0000633,CA,OR,NH,PrairieLink Carriers,IN_TRANSIT,2026-08-12T15:43:08,America/Edmonton,2026-08-12T21:43:08+00:00,True,2026-08-12T08:07:49,Pacific/Honolulu,2026-08-12T18:07:49+00:00,False,-8.9,18463.91,True,False,True,True,True,True,True,True,False,False,6
NA-20260812-0000535,US,ID,BC,PrairieLink Carriers,DELAYED,2026-08-12T17:51:29,America/Halifax,2026-08-12T20:51:29+00:00,True,2026-08-12T19:56:03,America/Edmonton,2026-08-13T01:56:03+00:00,True,31.3,16824.64,False,True,False,False,False,False,True,True,False,False,2
NA-20260812-0003511,CA,ON,SD,Trans-Canada Haulers,DELAYED,2026-08-12T09:02:51,America/Toronto,2026-08-12T13:02:51+00:00,True,2026-08-12T03:19:01,America/Vancouver,2026-08-12T10:19:01+00:00,True,20.5,435.2,False,True,True,False,False,False,True,True,False,False,3
NA-20260812-0006500,US,IN,DE,PrairieLink Carriers,DELIVERED,2026-08-12T17:40:01,America/Phoenix,2026-08-13T00:40:01+00:00,False,2026-08-12T05:52:03,America/Vancouver,2026-08-12T12:52:03+00:00,True,40.1,20195.69,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0007427,CA,NY,CO,Rocky Mountain Movers,DELAYED,2026-08-12T11:28:42,America/Halifax,2026-08-12T14:28:42+00:00,True,2026-08-12T04:43:56,America/Vancouver,2026-08-12T11:43:56+00:00,True,29.6,7774.23,False,False,True,False,False,True,True,True,False,False,4
NA-20260812-0000735,US,UT,ND,SwiftLine Freight,CUSTOMS_HOLD,2026-08-12T04:27:58,America/Winnipeg,2026-08-12T09:27:58+00:00,True,2026-08-12T11:55:30,America/Denver,2026-08-12T17:55:30+00:00,True,-3.2,15761.49,False,False,False,False,False,False,False,False,False,False,0
NA-20260812-0004936,US,MI,NC,Pacific Rim Express,CUSTOMS_HOLD,2026-08-12T17:33:24,America/Vancouver,2026-08-13T00:33:24+00:00,True,2026-08-12T13:35:44,America/Toronto,2026-08-12T17:35:44+00:00,True,30.7,14067.17,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0004036,CA,MB,AL,Northern Star Logistics,CUSTOMS_HOLD,2026-08-12T11:05:49,America/Halifax,2026-08-12T14:05:49+00:00,True,2026-08-12T19:08:46,America/Halifax,2026-08-12T22:08:46+00:00,True,32.0,6446.11,False,True,False,False,False,False,True,False,False,False,1
NA-20260812-0000600,US,AR,AZ,Rocky Mountain Movers,DELAYED,2026-08-12T13:38:15,America/Toronto,2026-08-12T17:38:15+00:00,True,2026-08-12T02:10:10,America/Winnipeg,2026-08-12T07:10:10+00:00,True,-23.8,17420.02,False,False,True,False,True,False,False,True,False,False,3
NA-20260812-0005814,CA,IA,CT,Rocky Mountain Movers,DELIVERED,2026-08-12T21:12:52,America/Phoenix,2026-08-13T04:12:52+00:00,False,2026-08-12T19:27:37,America/Vancouver,2026-08-13T02:27:37+00:00,True,-11.4,8444.81,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0000160,CA,AL,IN,Gulf Coast Shipping,PICKED_UP,2026-08-12T04:06:16,America/Halifax,2026-08-12T07:06:16+00:00,True,2026-08-12T23:06:34,America/Chicago,2026-08-13T04:06:34+00:00,True,5.6,9506.15,True,False,False,False,False,True,True,True,False,False,3
NA-20260812-0005659,US,DE,AL,Trans-Canada Haulers,DELIVERED,2026-08-12T19:54:30,America/Toronto,2026-08-12T23:54:30+00:00,True,2026-08-12T22:23:46,America/Halifax,2026-08-13T01:23:46+00:00,True,37.9,3721.88,True,False,False,False,True,False,False,True,False,False,2
NA-20260812-0002439,CA,MI,QC,Gulf Coast Shipping,DELIVERED,2026-08-12T19:54:06,America/St_Johns,2026-08-12T22:24:06+00:00,True,2026-08-12T08:30:50,America/Winnipeg,2026-08-12T13:30:50+00:00,True,-4.3,18829.15,False,True,True,False,False,True,False,False,False,False,2
NA-20260812-0009686,CA,NY,TX,Northern Star Logistics,DELIVERED,2026-08-12T20:16:25,America/Denver,2026-08-13T02:16:25+00:00,True,2026-08-12T23:18:53,America/Anchorage,2026-08-13T07:18:53+00:00,True,-5.0,3271.79,False,False,False,False,False,True,True,False,False,False,2
NA-20260812-0010103,CA,OR,IA,Atlantic Bridge Transport,DELAYED,2026-08-12T14:23:25,America/St_Johns,2026-08-12T16:53:25+00:00,True,2026-08-12T20:32:32,America/Halifax,2026-08-12T23:32:32+00:00,True,-27.1,1517.37,False,False,False,False,False,True,True,True,False,False,3
NA-20260812-0010674,US,ON,NS,BlueRoute Freight,PICKED_UP,2026-08-12T20:06:30,America/St_Johns,2026-08-12T22:36:30+00:00,True,2026-08-12T07:45:51,America/Winnipeg,2026-08-12T12:45:51+00:00,True,48.2,2706.52,False,False,True,False,True,True,True,False,False,False,4
NA-20260812-0003347,CA,NB,NB,Rocky Mountain Movers,PICKED_UP,2026-08-12T06:20:35,America/Phoenix,2026-08-12T13:20:35+00:00,False,2026-08-12T09:55:46,America/Halifax,2026-08-12T12:55:46+00:00,True,1.9,23815.92,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0000866,CA,NS,NE,Midwest Carriers,IN_TRANSIT,2026-08-12T23:37:12,America/Regina,2026-08-13T05:37:12+00:00,False,2026-08-12T20:08:09,America/New_York,2026-08-13T00:08:09+00:00,True,44.3,6158.66,False,True,True,False,False,False,True,False,False,False,2
NA-20260812-0005205,US,WY,WI,PrairieLink Carriers,DELIVERED,2026-08-12T03:27:45,America/Toronto,2026-08-12T07:27:45+00:00,True,2026-08-12T03:00:56,America/Los_Angeles,2026-08-12T10:00:56+00:00,True,-3.7,4031.69,False,False,False,True,False,False,False,False,False,False,1
NA-20260812-0009785,US,ND,VT,PrairieLink Carriers,DELIVERED,2026-08-12T20:08:07,America/Edmonton,2026-08-13T02:08:07+00:00,True,2026-08-12T00:23:19,America/Chicago,2026-08-12T05:23:19+00:00,True,6.7,5743.32,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0010397,US,AZ,AZ,Rocky Mountain Movers,DELAYED,2026-08-12T00:19:26,America/Halifax,2026-08-12T03:19:26+00:00,True,2026-08-12T02:53:04,America/Edmonton,2026-08-12T08:53:04+00:00,True,20.6,15105.99,False,False,False,False,False,False,False,True,False,False,1
NA-20260812-0005206,CA,WV,NJ,Pacific Rim Express,DELAYED,2026-08-12T03:20:12,America/Edmonton,2026-08-12T09:20:12+00:00,True,2026-08-12T19:42:53,Pacific/Honolulu,2026-08-13T05:42:53+00:00,False,-10.1,2271.88,False,False,False,False,True,True,True,True,False,False,4
NA-20260812-0006573,US,ON,AZ,BlueRoute Freight,DELAYED,2026-08-12T06:45:34,America/Anchorage,2026-08-12T14:45:34+00:00,True,2026-08-12T23:26:51,America/Los_Angeles,2026-08-13T06:26:51+00:00,True,4.6,5923.84,False,True,False,False,False,True,False,True,False,False,2
NA-20260812-0008373,CA,NC,NV,BlueRoute Freight,IN_TRANSIT,2026-08-12T15:56:09,America/Edmonton,2026-08-12T21:56:09+00:00,True,2026-08-12T15:05:53,America/Regina,2026-08-12T21:05:53+00:00,False,4.0,13577.05,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0008255,CA,DC,WY,PrairieLink Carriers,IN_TRANSIT,2026-08-12T00:50:11,America/Denver,2026-08-12T06:50:11+00:00,True,2026-08-12T17:46:06,America/Edmonton,2026-08-12T23:46:06+00:00,True,17.9,16709.2,False,False,False,False,False,True,True,False,False,False,2
NA-20260812-0009761,US,QC,DC,Northern Star Logistics,CUSTOMS_HOLD,2026-08-12T11:24:57,America/Chicago,2026-08-12T16:24:57+00:00,True,2026-08-12T20:50:40,America/Phoenix,2026-08-13T03:50:40+00:00,False,52.7,15033.01,False,True,False,False,True,True,False,False,False,False,2
NA-20260812-0005232,US,CA,KY,SwiftLine Freight,CUSTOMS_HOLD,2026-08-12T16:52:35,America/Winnipeg,2026-08-12T21:52:35+00:00,True,2026-08-12T15:42:33,Pacific/Honolulu,2026-08-13T01:42:33+00:00,False,-15.4,24487.05,False,False,False,False,False,False,False,False,False,False,0
NA-20260812-0009314,US,YT,AL,Gulf Coast Shipping,DELAYED,2026-08-12T06:02:04,America/Denver,2026-08-12T12:02:04+00:00,True,2026-08-12T23:55:04,America/Winnipeg,2026-08-13T04:55:04+00:00,True,-15.6,9228.97,False,True,False,False,False,True,False,True,False,False,2
NA-20260812-0005003,US,NH,ND,Rocky Mountain Movers,IN_TRANSIT,2026-08-12T21:22:01,America/Regina,2026-08-13T03:22:01+00:00,False,2026-08-12T12:41:58,Pacific/Honolulu,2026-08-12T22:41:58+00:00,False,-32.7,22384.19,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0008891,US,NV,SK,Midwest Carriers,CUSTOMS_HOLD,2026-08-12T15:54:40,America/Denver,2026-08-12T21:54:40+00:00,True,2026-08-12T03:10:10,America/Toronto,2026-08-12T07:10:10+00:00,True,3.1,24917.72,False,True,True,False,True,False,True,False,False,False,3
NA-20260812-0003223,CA,AL,OK,Atlantic Bridge Transport,DELAYED,2026-08-12T21:26:18,America/Toronto,2026-08-13T01:26:18+00:00,True,2026-08-12T09:47:55,America/New_York,2026-08-12T13:47:55+00:00,True,44.8,12008.64,True,False,True,False,False,True,True,False,False,False,3
NA-20260812-0010876,CA,WV,AZ,Atlantic Bridge Transport,IN_TRANSIT,2026-08-12T04:10:23,America/Halifax,2026-08-12T07:10:23+00:00,True,2026-08-12T14:08:09,America/New_York,2026-08-12T18:08:09+00:00,True,19.1,21662.82,True,False,False,False,False,True,True,True,False,False,3
NA-20260812-0008523,CA,AZ,NT,Gulf Coast Shipping,IN_TRANSIT,2026-08-12T05:04:36,America/Vancouver,2026-08-12T12:04:36+00:00,True,2026-08-12T11:39:37,America/Halifax,2026-08-12T14:39:37+00:00,True,1.0,3405.37,False,True,False,False,False,True,False,False,False,False,1
NA-20260812-0001966,US,PA,TN,PrairieLink Carriers,PICKED_UP,2026-08-12T13:58:25,America/St_Johns,2026-08-12T16:28:25+00:00,True,2026-08-12T11:15:37,America/Phoenix,2026-08-12T18:15:37+00:00,False,24.1,19866.25,False,False,False,True,False,False,False,False,False,False,1
NA-20260812-0003419,US,NM,WV,Rocky Mountain Movers,CUSTOMS_HOLD,2026-08-12T04:58:07,America/Halifax,2026-08-12T07:58:07+00:00,True,2026-08-12T22:38:05,America/Regina,2026-08-13T04:38:05+00:00,False,29.6,10714.09,False,False,False,False,False,False,False,False,False,False,0
NA-20260812-0002366,US,VA,NU,Rocky Mountain Movers,IN_TRANSIT,2026-08-12T06:46:24,America/Regina,2026-08-12T12:46:24+00:00,False,2026-08-12T16:03:39,America/St_Johns,2026-08-12T18:33:39+00:00,True,-29.7,8417.74,False,True,False,True,False,False,True,False,False,False,2
NA-20260812-0005367,CA,MD,NJ,Gulf Coast Shipping,DELIVERED,2026-08-12T02:07:18,America/Winnipeg,2026-08-12T07:07:18+00:00,True,2026-08-12T20:29:25,America/Anchorage,2026-08-13T04:29:25+00:00,True,-5.6,17011.22,True,False,False,False,False,True,True,True,False,False,3
NA-20260812-0004567,US,LA,ND,Atlantic Bridge Transport,DELAYED,2026-08-12T03:31:26,America/Denver,2026-08-12T09:31:26+00:00,True,2026-08-12T22:13:15,America/Denver,2026-08-13T04:13:15+00:00,True,-7.4,19397.11,False,False,False,True,False,False,False,True,False,False,2
NA-20260812-0001344,US,ND,MT,Trans-Canada Haulers,DELIVERED,2026-08-12T05:59:46,America/St_Johns,2026-08-12T08:29:46+00:00,True,2026-08-12T17:56:44,America/Chicago,2026-08-12T22:56:44+00:00,True,40.3,22390.81,False,False,False,False,True,False,False,False,False,False,1
NA-20260812-0009512,CA,HI,AB,PrairieLink Carriers,DELIVERED,2026-08-12T08:15:04,America/Chicago,2026-08-12T13:15:04+00:00,True,2026-08-12T09:49:48,America/Anchorage,2026-08-12T17:49:48+00:00,True,43.2,19885.85,False,True,False,False,False,True,False,False,False,False,1
NA-20260812-0004676,US,NS,WA,Atlantic Bridge Transport,DELIVERED,2026-08-12T02:29:26,America/Chicago,2026-08-12T07:29:26+00:00,True,2026-08-12T07:42:36,America/Toronto,2026-08-12T11:42:36+00:00,True,6.2,3861.47,True,True,False,False,False,True,False,True,False,False,2
NA-20260812-0007365,US,WV,AL,Atlantic Bridge Transport,IN_TRANSIT,2026-08-12T20:16:31,America/Los_Angeles,2026-08-13T03:16:31+00:00,True,2026-08-12T15:26:03,America/Chicago,2026-08-12T20:26:03+00:00,True,30.1,2978.27,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0005836,US,NU,NT,Trans-Canada Haulers,PICKED_UP,2026-08-12T16:16:09,America/Winnipeg,2026-08-12T21:16:09+00:00,True,2026-08-12T00:28:32,America/Halifax,2026-08-12T03:28:32+00:00,True,37.9,19154.53,True,False,True,False,False,True,True,True,False,False,4
NA-20260812-0007386,CA,KS,MN,Rocky Mountain Movers,CUSTOMS_HOLD,2026-08-12T15:30:55,America/Chicago,2026-08-12T20:30:55+00:00,True,2026-08-12T22:01:34,Pacific/Honolulu,2026-08-13T08:01:34+00:00,False,-3.2,19546.45,False,False,False,False,False,True,True,False,False,False,2
NA-20260812-0007155,CA,UT,SK,Gulf Coast Shipping,DELIVERED,2026-08-12T02:24:54,America/Toronto,2026-08-12T06:24:54+00:00,True,2026-08-12T23:48:57,America/Anchorage,2026-08-13T07:48:57+00:00,True,-19.9,2989.96,False,True,False,True,False,True,False,False,False,False,2
NA-20260812-0010261,US,ME,WV,Rocky Mountain Movers,DELIVERED,2026-08-12T17:16:45,America/New_York,2026-08-12T21:16:45+00:00,True,2026-08-12T09:41:34,America/Anchorage,2026-08-12T17:41:34+00:00,True,20.3,8083.43,True,False,True,False,False,False,False,True,False,False,2
NA-20260812-0007930,CA,PA,NL,PrairieLink Carriers,DELAYED,2026-08-12T10:23:58,America/Toronto,2026-08-12T14:23:58+00:00,True,2026-08-12T04:04:25,America/Vancouver,2026-08-12T11:04:25+00:00,True,27.4,18989.94,False,True,True,False,False,True,False,True,False,False,3
NA-20260812-0006775,CA,IA,MB,PrairieLink Carriers,DELIVERED,2026-08-12T16:56:36,America/Winnipeg,2026-08-12T21:56:36+00:00,True,2026-08-12T04:23:51,America/Regina,2026-08-12T10:23:51+00:00,False,40.7,12434.24,False,True,True,False,False,True,False,False,False,False,2
NA-20260812-0005534,CA,VT,NC,Midwest Carriers,IN_TRANSIT,2026-08-12T13:35:50,America/Phoenix,2026-08-12T20:35:50+00:00,False,2026-08-12T07:28:01,America/Chicago,2026-08-12T12:28:01+00:00,True,45.5,14546.04,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0000369,US,NH,NM,Atlantic Bridge Transport,DELIVERED,2026-08-12T18:47:55,America/Regina,2026-08-13T00:47:55+00:00,False,2026-08-12T08:58:51,America/Regina,2026-08-12T14:58:51+00:00,False,-10.2,8932.33,False,False,True,True,False,False,False,False,False,False,2
NA-20260812-0002665,CA,KY,ND,Atlantic Bridge Transport,PICKED_UP,2026-08-12T13:14:46,America/Toronto,2026-08-12T17:14:46+00:00,True,2026-08-12T16:28:04,America/Toronto,2026-08-12T20:28:04+00:00,True,52.1,19155.5,False,False,False,False,False,True,True,False,False,False,2
NA-20260812-0001907,CA,WY,CA,BlueRoute Freight,CUSTOMS_HOLD,2026-08-12T19:43:16,America/Edmonton,2026-08-13T01:43:16+00:00,True,2026-08-12T23:12:59,America/Edmonton,2026-08-13T05:12:59+00:00,True,2.8,18315.14,True,False,False,False,False,True,True,True,False,False,3
NA-20260812-0005073,CA,ID,UT,BlueRoute Freight,DELIVERED,2026-08-12T23:28:23,America/Phoenix,2026-08-13T06:28:23+00:00,False,2026-08-12T02:59:22,America/New_York,2026-08-12T06:59:22+00:00,True,41.2,11937.17,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0010276,CA,MN,AR,BlueRoute Freight,IN_TRANSIT,2026-08-12T11:15:53,America/New_York,2026-08-12T15:15:53+00:00,True,2026-08-12T00:45:44,America/Winnipeg,2026-08-12T05:45:44+00:00,True,11.6,24835.71,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0000133,CA,KY,CO,Rocky Mountain Movers,CUSTOMS_HOLD,2026-08-12T04:22:26,America/Winnipeg,2026-08-12T09:22:26+00:00,True,2026-08-12T04:06:19,America/Vancouver,2026-08-12T11:06:19+00:00,True,51.3,22627.9,False,False,False,False,False,True,True,False,False,False,2
NA-20260812-0005159,CA,NM,BC,Gulf Coast Shipping,IN_TRANSIT,2026-08-12T06:07:39,America/Edmonton,2026-08-12T12:07:39+00:00,True,2026-08-12T21:49:42,America/New_York,2026-08-13T01:49:42+00:00,True,-23.4,4548.95,False,True,False,False,False,True,False,False,False,False,1
NA-20260812-0010496,CA,ID,WY,Gulf Coast Shipping,IN_TRANSIT,2026-08-12T00:39:07,America/Chicago,2026-08-12T05:39:07+00:00,True,2026-08-12T21:59:50,America/Denver,2026-08-13T03:59:50+00:00,True,24.5,11192.82,False,False,False,False,False,True,True,False,False,False,2
NA-20260812-0007218,US,CA,MD,Midwest Carriers,PICKED_UP,2026-08-12T14:52:41,America/Vancouver,2026-08-12T21:52:41+00:00,True,2026-08-12T10:59:18,America/Toronto,2026-08-12T14:59:18+00:00,True,-12.6,16092.55,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0004964,US,NV,SD,Midwest Carriers,PICKED_UP,2026-08-12T00:40:35,America/Vancouver,2026-08-12T07:40:35+00:00,True,2026-08-12T18:07:42,America/Los_Angeles,2026-08-13T01:07:42+00:00,True,0.8,24938.24,False,False,False,True,False,False,False,False,False,False,1
NA-20260812-0000747,US,MN,SK,Northern Star Logistics,IN_TRANSIT,2026-08-12T06:00:35,America/Halifax,2026-08-12T09:00:35+00:00,True,2026-08-12T16:03:43,America/Vancouver,2026-08-12T23:03:43+00:00,True,-17.2,7760.62,False,True,False,False,False,False,True,False,False,False,1
NA-20260812-0004408,US,VT,DC,Pacific Rim Express,DELIVERED,2026-08-12T05:09:55,America/Halifax,2026-08-12T08:09:55+00:00,True,2026-08-12T22:28:08,America/Winnipeg,2026-08-13T03:28:08+00:00,True,-9.0,5220.82,True,False,False,False,False,False,False,True,False,False,1
NA-20260812-0004031,CA,FL,NV,PrairieLink Carriers,CUSTOMS_HOLD,2026-08-12T13:42:10,America/Winnipeg,2026-08-12T18:42:10+00:00,True,2026-08-12T11:51:16,America/Toronto,2026-08-12T15:51:16+00:00,True,9.1,12013.24,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0008850,CA,WV,UT,SwiftLine Freight,DELIVERED,2026-08-12T22:05:14,America/Regina,2026-08-13T04:05:14+00:00,False,2026-08-12T01:25:00,America/Vancouver,2026-08-12T08:25:00+00:00,True,37.9,7691.51,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0001791,US,ND,ON,PrairieLink Carriers,DELAYED,2026-08-12T07:00:58,Pacific/Honolulu,2026-08-12T17:00:58+00:00,False,2026-08-12T01:51:40,America/Toronto,2026-08-12T05:51:40+00:00,True,10.6,3584.24,False,True,True,False,False,False,True,True,False,False,3
NA-20260812-0006511,CA,CT,PE,Pacific Rim Express,IN_TRANSIT,2026-08-12T11:12:48,America/Regina,2026-08-12T17:12:48+00:00,False,2026-08-12T06:48:59,America/Edmonton,2026-08-12T12:48:59+00:00,True,3.2,5092.06,False,True,True,True,False,True,False,False,False,False,3
NA-20260812-0000342,US,NC,NV,PrairieLink Carriers,PICKED_UP,2026-08-12T20:13:22,America/Los_Angeles,2026-08-13T03:13:22+00:00,True,2026-08-12T23:28:41,America/Edmonton,2026-08-13T05:28:41+00:00,True,13.7,125.1,False,False,False,False,False,False,False,False,False,False,0
NA-20260812-0004573,US,OK,DE,Trans-Canada Haulers,PICKED_UP,2026-08-12T14:04:19,America/Vancouver,2026-08-12T21:04:19+00:00,True,2026-08-12T11:17:36,America/Toronto,2026-08-12T15:17:36+00:00,True,-6.5,3938.19,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0011410,US,FL,MO,Midwest Carriers,CUSTOMS_HOLD,2026-08-12T14:59:28,America/New_York,2026-08-12T18:59:28+00:00,True,2026-08-12T00:32:05,America/Regina,2026-08-12T06:32:05+00:00,False,8.0,14707.05,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0004043,US,AZ,NB,SwiftLine Freight,DELIVERED,2026-08-12T05:27:29,America/St_Johns,2026-08-12T07:57:29+00:00,True,2026-08-12T17:10:05,America/Toronto,2026-08-12T21:10:05+00:00,True,-1.6,12200.6,False,True,False,False,False,False,True,False,False,False,1
NA-20260812-0007975,US,NS,CA,Northern Star Logistics,PICKED_UP,2026-08-12T19:37:34,America/Los_Angeles,2026-08-13T02:37:34+00:00,True,2026-08-12T12:55:13,America/Regina,2026-08-12T18:55:13+00:00,False,-32.4,5401.75,False,True,True,False,False,True,False,False,False,False,2
NA-20260812-0007942,US,MD,NT,Northern Star Logistics,PICKED_UP,2026-08-12T11:01:23,America/Edmonton,2026-08-12T17:01:23+00:00,True,2026-08-12T01:27:24,America/Vancouver,2026-08-12T08:27:24+00:00,True,29.3,8527.01,False,True,True,False,False,False,True,False,False,False,2
NA-20260812-0006405,CA,SD,NE,Trans-Canada Haulers,PICKED_UP,2026-08-12T03:08:57,America/Vancouver,2026-08-12T10:08:57+00:00,True,2026-08-12T08:24:57,America/Halifax,2026-08-12T11:24:57+00:00,True,-32.5,9868.71,False,False,False,False,False,True,True,False,False,False,2
NA-20260812-0001380,CA,BC,NS,Atlantic Bridge Transport,DELIVERED,2026-08-12T18:02:46,America/Vancouver,2026-08-13T01:02:46+00:00,True,2026-08-12T11:11:54,America/Regina,2026-08-12T17:11:54+00:00,False,54.4,7369.52,False,False,True,False,False,False,False,False,False,False,1
NA-20260812-0008786,US,NS,IA,Northern Star Logistics,IN_TRANSIT,2026-08-12T02:16:43,America/Denver,2026-08-12T08:16:43+00:00,True,2026-08-12T09:50:38,America/Toronto,2026-08-12T13:50:38+00:00,True,25.3,639.6,False,True,False,False,False,True,False,False,False,False,1
NA-20260812-0008386,CA,PA,MS,Atlantic Bridge Transport,DELAYED,2026-08-12T23:38:17,America/Anchorage,2026-08-13T07:38:17+00:00,True,2026-08-12T08:20:18,America/Regina,2026-08-12T14:20:18+00:00,False,-28.2,5269.87,False,False,True,False,False,True,True,True,False,False,4
NA-20260812-0001579,CA,MN,BC,Gulf Coast Shipping,IN_TRANSIT,2026-08-12T22:12:53,Pacific/Honolulu,2026-08-13T08:12:53+00:00,False,2026-08-12T03:56:45,America/Phoenix,2026-08-12T10:56:45+00:00,False,41.3,3436.96,False,True,True,False,False,True,False,False,False,False,2
NA-20260812-0004501,US,VT,CA,Northern Star Logistics,DELIVERED,2026-08-12T10:06:44,America/Los_Angeles,2026-08-12T17:06:44+00:00,True,2026-08-12T18:18:08,America/Vancouver,2026-08-13T01:18:08+00:00,True,-6.0,1323.65,False,False,False,False,False,False,False,False,False,False,0
NA-20260812-0010455,CA,MA,TX,Atlantic Bridge Transport,PICKED_UP,2026-08-12T19:22:42,America/New_York,2026-08-12T23:22:42+00:00,True,2026-08-12T16:39:37,America/New_York,2026-08-12T20:39:37+00:00,True,42.7,12465.05,False,False,True,False,False,True,True,False,False,False,3
NA-20260812-0007355,US,YT,CT,Rocky Mountain Movers,CUSTOMS_HOLD,2026-08-12T15:36:52,America/Anchorage,2026-08-12T23:36:52+00:00,True,2026-08-12T08:45:07,America/Toronto,2026-08-12T12:45:07+00:00,True,11.8,10235.13,False,True,True,False,False,True,False,False,False,False,2
